chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,rms,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,spectral_rolloff,poly_features,tonnetz,zero_crossing_rate,tempogram
[0.65295357 0.78025731 0.47197104 ... 0.17290987 0.15259505 0.17742015],[0.51458705 0.62815927 0.61723346 ... 0.40698573 0.33869058 0.61145216],[0.24546576 0.2437021  0.24195864 ... 0.2475674  0.24588486 0.24436275],"[1.30539359e-06 4.49522301e-02 9.71167024e-01 ... 8.07331990e+00
 7.23926780e+00 4.56057927e+00]","[-27.86709694  -3.44622626   2.87956094 ...  -3.31109878  -3.40519291
  -2.77713548]",[0.00115112 0.04905686 0.06726246 ... 0.17744698 0.16994567 0.16876288],"[4536.30721047 3348.0755426  2960.79666132 ... 2183.09834539 2184.19028015
 2212.2893337 ]","[3318.87990369 3366.43462134 3181.38699626 ... 2341.94677133 2322.69974109
 2385.88115518]","[23.65314714 13.63657905 15.82056063 ... 20.03635652 21.17671469
 19.05246934]",[0.06198872 0.08414657 0.05981012 ... 0.00909206 0.0095713  0.01408677],"[8236.45019531 7730.41992188 7084.42382812 ... 4468.13964844 4468.13964844
 4500.43945312]","[1.32564290e-03 2.43824107e-01 1.10419699e+00 ... 2.16609294e+00
 2.10515248e+00 1.98914261e+00]","[ 0.05329274  0.03240694  0.01305594 ... -0.01527965 -0.02419813
 -0.01618723]",[0.31005859 0.34863281 0.37695312 ... 0.07568359 0.07373047 0.05566406],[0.03565633 0.03611572 0.0365818  ... 0.15493939 0.15510131 0.15527004]
[0.48272864 0.85045169 0.48860838 ... 0.5217681  0.52560876 0.33807181],[0.63928801 0.80860531 0.8606406  ... 0.59010776 0.57935395 0.64879599],[0.25469017 0.25381748 0.25326031 ... 0.27566926 0.27605347 0.27641533],"[1.06901835e-05 2.34116055e-01 6.67780581e+00 ... 2.98171363e+00
 3.14884712e+00 2.67503019e+00]","[-26.76922195  -1.82157555   4.77816418 ...   0.99986398   1.57893079
   2.78543567]",[0.00314391 0.1253007  0.20206502 ... 0.11995108 0.1120985  0.11145098],"[4336.15529708 2076.80353957 1673.36332409 ... 1428.28752672 1288.53457856
 1401.19682549]","[3380.13902499 2708.18742068 2499.70608802 ... 2023.0985286  1788.06858059
 1902.20148709]","[26.40986802 11.40417536 15.11000893 ... 21.49170136 17.6359405
 18.25625673]",[0.03423138 0.01544679 0.0038384  ... 0.00356964 0.00295601 0.00440717],"[8860.91308594 4963.40332031 4263.57421875 ... 2734.71679688 2293.28613281
 2497.8515625 ]",[0.00356481 0.43670216 1.54280027 ... 1.51873741 1.6115346  1.58175335],"[ 0.01266633  0.00260967 -0.00131175 ...  0.00737655  0.00553653
 -0.01836858]",[0.31738281 0.33544922 0.33789062 ... 0.07177734 0.06738281 0.04980469],[0.01885913 0.01898409 0.01910977 ... 0.09481725 0.09495248 0.09509495]
[0.65865238 0.47289908 0.26077448 ... 0.20690368 0.21491489 0.28488298],[0.57496048 0.69213468 0.59089964 ... 0.42780145 0.44462311 0.60119379],[0.22940255 0.22736722 0.22543304 ... 0.26142507 0.26189456 0.26229126],"[3.89369972e-07 3.95384597e-02 9.68567146e-01 ... 5.64536111e+00
 5.57752525e+00 3.65558152e+00]","[-27.28983597 -11.9280315   -5.71370177 ...   0.99339198   2.16749289
   0.88608513]",[0.00056972 0.04618391 0.06522892 ... 0.15388367 0.14329043 0.14845443],"[3912.03973986 1143.44475151  955.6231286  ... 1118.75339403 1369.68046047
 1539.73240117]","[3027.73504427 1573.42604313 1288.53270301 ... 1651.31321164 1971.73923098
 2196.70678766]","[29.48575211 13.52671942 17.31338059 ... 21.3289685  20.70110306
 21.51289267]",[0.03607625 0.00218571 0.00067264 ... 0.0012098  0.00320828 0.004617  ],"[8021.11816406 2347.11914062 1658.05664062 ... 1851.85546875 2131.78710938
 2627.05078125]","[7.50614160e-04 2.10547004e-01 8.66313472e-01 ... 1.83640755e+00
 2.07431519e+00 1.85573790e+00]",[0.03431267 0.01573171 0.00821559 ... 0.02635045 0.03210822 0.02237064],[0.30371094 0.33007812 0.34228516 ... 0.06005859 0.06787109 0.05371094],[0.03002045 0.0304035  0.03079303 ... 0.15459815 0.15487573 0.15516256]
[0.63431029 0.7502567  0.49048367 ... 0.47374941 0.55433042 0.6348934 ],[0.72336215 0.71722603 0.56223928 ... 0.46717342 0.53156059 0.57088745],[0.27880387 0.27908416 0.27936594 ... 0.27142003 0.27104551 0.270665  ],"[4.09990774e-08 1.09886062e-03 2.52138277e-02 ... 2.60911515e+00
 3.87489634e+00 1.03239242e+01]","[-28.1510359  -20.8663341  -15.32379737 ...   4.251217     6.1175924
   8.46501047]",[0.00021436 0.00812087 0.01036804 ... 0.11898691 0.16142039 0.16137335],"[4131.96055989 3062.75725812 3078.14791979 ...  960.20201207 1379.53352522
 1588.93591762]","[2889.35127144 2627.95163701 2618.29761003 ... 1427.7756462  2108.3002464
 2376.59225628]","[21.65924662 15.08047795 16.9804845  ... 22.36960594 16.67046239
 16.92868967]",[0.07705355 0.07812838 0.06769314 ... 0.00027002 0.0037839  0.00480964],"[7385.88867188 6298.46191406 6255.39550781 ... 1981.0546875  3079.24804688
 3897.50976562]","[2.70926386e-04 4.36503311e-02 1.90773577e-01 ... 1.06438458e+00
 1.46746115e+00 2.36878656e+00]","[ 0.00628413 -0.00058844  0.00614419 ...  0.01023713  0.00446452
 -0.01022543]",[0.29785156 0.34716797 0.39306641 ... 0.04541016 0.04492188 0.03369141],[0.04020626 0.04055913 0.04091462 ... 0.15101391 0.15118288 0.15136021]
[0.78416015 0.71637884 0.69939881 ... 0.50562578 0.48354953 0.60392549],[0.64228868 0.76663548 0.85915439 ... 0.61762966 0.63269959 0.5628872 ],[0.28743525 0.28753554 0.28762216 ... 0.25300774 0.25247792 0.25203579],"[2.22955940e-10 7.11878642e-09 5.87996889e-08 ... 4.95906677e-01
 3.88143526e-01 5.09779186e-01]","[-24.98253788 -24.98253788 -24.98253788 ...  -2.29332293  -1.5833466
   0.30681478]","[6.7833362e-06 2.2354532e-05 2.2966200e-05 ... 4.2696070e-02 4.4673592e-02
 4.2402655e-02]","[5434.48401575 5901.22537523 5891.63413098 ...  684.0470679   871.54337421
  987.62641033]","[2997.82271196 2906.06109004 2878.85572524 ... 1343.95695109 1673.9645528
 1872.71672326]","[23.3371305  15.10715213 15.87688197 ... 22.62266386 18.97677689
 15.77069899]","[3.4343889e-01 3.8085622e-01 3.3912390e-01 ... 1.8970318e-04 7.3253387e-04
 1.3531158e-03]","[9011.64550781 9087.01171875 9043.9453125  ...  979.76074219 1205.859375
 1679.58984375]","[2.09754127e-05 1.07666876e-04 3.06943319e-04 ... 4.12998739e-01
 4.02788827e-01 5.15331035e-01]","[ 0.01885716  0.01511109  0.00238352 ... -0.03551128 -0.02554646
 -0.01456062]",[0.36962891 0.51025391 0.63574219 ... 0.02294922 0.03564453 0.02783203],[0.10934572 0.11004822 0.1107522  ... 0.10074392 0.10032711 0.09991973]
[0.66316583 0.72508426 0.7638697  ... 0.17542005 0.1602888  0.18000215],[0.5249183  0.59631751 0.70865016 ... 0.33026373 0.32742449 0.41207496],[0.24798363 0.24726787 0.24679349 ... 0.26605479 0.26525974 0.26436628],"[1.24264448e-05 8.27181024e-02 1.59296512e+00 ... 2.30047546e+01
 2.10502576e+01 1.28320973e+01]","[-26.49144517  -9.24752377  -4.50951809 ...   4.53631428   3.86324369
   3.12665749]",[0.00326624 0.06261324 0.08559506 ... 0.29957855 0.27961147 0.280218  ],"[3604.86095772 2199.39948526 2054.08219399 ... 1521.15707751 1449.92749429
 1678.94826192]","[2971.2295089  2351.74563743 2246.37925021 ... 2012.95958319 1931.2889455
 2078.85303064]","[24.28625643 14.41433825 16.85138966 ... 22.59508484 21.31362916
 21.47927687]",[0.06415785 0.03528813 0.02461234 ... 0.0027898  0.00217988 0.00524383],"[7558.15429688 4263.57421875 3994.40917969 ... 2713.18359375 2411.71875
 3111.54785156]",[0.00477179 0.40248294 1.6021186  ... 3.35882956 3.14446264 3.04710703],"[ 0.03132518  0.00605502 -0.00842035 ...  0.01909349  0.00986589
 -0.01099986]",[0.29101562 0.32519531 0.34179688 ... 0.07470703 0.07275391 0.05371094],[0.0266847  0.02694666 0.02721222 ... 0.1341799  0.13412281 0.13407236]
[0.60629361 0.91645403 0.94828211 ... 0.50067998 0.2998437  0.46101439],[0.48320074 0.5388872  0.61642051 ... 0.6077876  0.64971922 0.67207723],[0.23917297 0.2372937  0.23553116 ... 0.25680495 0.25720143 0.25757581],"[2.60536999e-05 3.48273359e-01 4.55467175e+00 ... 3.99696512e+00
 3.90215410e+00 3.29777737e+00]","[-22.41673924   1.0345255    7.06209711 ...   5.16269239   4.96379098
   4.34183474]",[0.00436466 0.09530845 0.10101561 ... 0.12871331 0.12329199 0.12242516],"[4127.17082354 1959.98672855 1718.85720698 ... 2417.93530745 1865.32773143
 1482.56361376]","[3178.01266999 2566.53155207 2441.28302966 ... 2865.53598901 2510.73265952
 2153.30106862]","[30.08350292  9.44525478 10.89254045 ... 20.34954337 18.65157162
 17.44092842]",[0.01207172 0.00962371 0.00480358 ... 0.01384861 0.00788525 0.00390341],"[8204.15039062 5071.06933594 4597.33886719 ... 5900.09765625 4769.60449219
 3886.74316406]",[0.00521208 0.54820624 1.59445884 ... 1.4546156  1.49397798 1.40230197],"[ 0.01468299  0.01239301  0.00567124 ...  0.03007969  0.00813834
 -0.01706285]",[0.31152344 0.32910156 0.33105469 ... 0.0859375  0.06982422 0.04248047],[0.02550804 0.02583857 0.02617451 ... 0.13289841 0.13328865 0.13368861]
[0.46539246 0.80227753 0.44093797 ... 0.27044916 0.34897369 0.46263383],[0.63495056 0.6873527  0.66405571 ... 0.44874264 0.55480035 0.65037144],[0.23227359 0.23009864 0.22783631 ... 0.25851137 0.257296   0.25602542],"[4.13137733e-07 1.08920995e-02 2.36152853e-01 ... 6.52769362e+00
 4.74006206e+00 3.07422429e+00]","[-27.73576564 -12.78683707  -6.79050961 ...   5.28217463   5.54510707
   4.35438379]",[0.00047647 0.02459569 0.03392499 ... 0.1805582  0.1616008  0.15223643],"[2847.65484481 1072.03518648  763.90471427 ... 2521.02536346 2509.07026043
 2448.79936189]","[2792.23473769 2015.91918732 1658.59976494 ... 2158.64631676 2114.96505773
 2024.01460346]","[24.97554029 15.01870057 17.94820947 ... 22.89844942 20.38371861
 19.12778616]",[0.01782727 0.00130128 0.00033029 ... 0.02056642 0.0267272  0.02128525],"[6169.26269531 2110.25390625  904.39453125 ... 4661.93847656 4554.27246094
 4414.30664062]","[7.18405839e-04 7.40572752e-02 2.86572462e-01 ... 3.21581500e+00
 3.04126048e+00 2.54780952e+00]",[0.00278431 0.00724752 0.01027867 ... 0.05018465 0.0313269  0.01572275],[0.28076172 0.29052734 0.29492188 ... 0.14550781 0.13671875 0.09912109],[0.03958704 0.03999175 0.04039939 ... 0.21768578 0.21814959 0.21861736]
[0.45102429 0.75662949 0.77692511 ... 0.50738722 0.49462127 0.5628062 ],[0.4230594  0.62358063 0.81265764 ... 0.67348101 0.61052399 0.59120476],[0.2733587  0.27235142 0.27130777 ... 0.26387962 0.26438642 0.26484007],"[2.02302125e-07 1.48283814e-02 6.72888483e-01 ... 1.48672244e+01
 1.30426093e+01 1.01366817e+01]","[-27.03521746 -11.53995054  -1.12753198 ...   9.60243308   8.72026311
   7.86671057]",[0.00047275 0.02824277 0.13554063 ... 0.25075692 0.24877204 0.24003126],"[3367.18153362 1444.71189376 1472.92209302 ... 2534.94811158 2489.49728841
 2353.34182344]","[2668.04959702 1625.20052985 1492.24667796 ... 2740.27519642 2661.02796891
 2555.65186802]","[22.0698425  11.5834187  16.39536906 ... 19.7068402  18.68393624
 18.42425894]",[0.04078178 0.00646546 0.00405978 ... 0.02218148 0.02641274 0.0222051 ],"[6912.15820312 2691.65039062 2885.44921875 ... 5749.36523438 5577.09960938
 5071.06933594]","[6.84213995e-04 1.64167900e-01 1.08650390e+00 ... 3.52647670e+00
 3.69989196e+00 3.52689212e+00]","[-0.03001037 -0.00223563  0.00457831 ... -0.00611332 -0.01418629
 -0.01826363]",[0.25292969 0.29199219 0.31054688 ... 0.10839844 0.08837891 0.07128906],[0.03430068 0.03471854 0.03514339 ... 0.27101196 0.27093767 0.27086306]
[0.43929399 0.93159604 0.85972999 ... 0.41758737 0.57003882 0.43064037],[0.44919044 0.52676652 0.6217692  ... 0.4610953  0.67352727 0.7077486 ],[0.26245014 0.26478876 0.26715798 ... 0.25440539 0.25337522 0.2525068 ],"[1.11475923e-05 6.29361454e-02 1.25621485e+00 ... 8.37384125e+00
 7.89488986e+00 8.03563150e+00]","[-25.49890755  -4.37423922   2.02914554 ...   2.29523461   4.97878407
   7.15575286]",[0.00268645 0.0532135  0.06664232 ... 0.20198043 0.20416269 0.20302708],"[3225.94476702 1875.4989241  1477.8800848  ... 3351.46093415 3328.70280243
 3075.65543094]","[2800.52263654 2544.51512627 2339.81803621 ... 2877.38967177 2742.62005028
 2798.20135363]","[24.01845181 11.84633952 11.25127157 ... 18.54676691 17.02645
 16.68069429]",[0.01899067 0.01023213 0.00302859 ... 0.06093528 0.08870069 0.04913696],"[6826.02539062 4231.27441406 3445.3125     ... 7073.65722656 6686.05957031
 6438.42773438]",[0.00394864 0.23503438 0.7653782  ... 3.35631292 3.75834239 3.36969031],"[-0.06694623 -0.02999811 -0.00747632 ... -0.00282351 -0.0069779
 -0.00908017]",[0.28710938 0.29931641 0.30078125 ... 0.21923828 0.1484375  0.08691406],[0.02337398 0.0235507  0.02372903 ... 0.17267091 0.17328654 0.17390575]
[0.48776016 0.60063737 0.56143579 ... 0.69355469 0.75419941 0.72388218],[0.72858636 0.77442383 0.84012261 ... 0.47647535 0.49495389 0.51169762],[0.26861742 0.26923525 0.27001478 ... 0.27455099 0.27367137 0.27280312],"[1.53797840e-05 1.15697476e-01 2.14967079e+00 ... 1.47006521e+00
 1.44601546e+00 1.18842238e+00]","[-28.04837785  -7.40953241   0.61436836 ...   2.69628531   3.05065234
   3.6831516 ]",[0.00461208 0.07334227 0.10858694 ... 0.08549398 0.08308642 0.08317041],"[3496.29821743 2292.04103067 2363.57582724 ... 2602.44535586 2532.48346012
 2355.92207148]","[2986.6506576  2420.82536924 2444.8228825  ... 2253.07727252 2240.78368903
 2194.0751812 ]","[25.25145605 14.41776737 16.31214245 ... 17.08814645 17.13545825
 17.97892993]",[0.01281876 0.03927087 0.03526901 ... 0.03183337 0.03122813 0.02489364],"[8247.21679688 4737.3046875  5135.66894531 ... 4909.5703125  4866.50390625
 4586.57226562]",[0.00484264 0.44087906 1.7585973  ... 1.45773438 1.46094721 1.43284923],"[-0.00670379 -0.0042954  -0.00196292 ...  0.00965734  0.00713196
  0.01663968]",[0.29345703 0.33056641 0.36181641 ... 0.13378906 0.11035156 0.08251953],[0.02492535 0.02522836 0.02553626 ... 0.18521337 0.18484512 0.18448539]
[0.7527605  0.58767811 0.58442534 ... 0.43784516 0.68978098 0.5741457 ],[0.68133488 0.76907417 0.81538592 ... 0.73792476 0.74754488 0.69120107],[0.28758868 0.28768484 0.28775269 ... 0.28231411 0.28238886 0.28239257],"[2.67073894e-10 8.60131823e-09 7.70239972e-08 ... 7.29492090e+00
 3.99955925e+00 3.20975888e+00]","[-26.66053043 -26.66053043 -26.66053043 ...   5.26754047   4.52077897
   4.83584663]","[5.5277214e-06 2.2311369e-05 2.2941598e-05 ... 1.4804678e-01 1.5400961e-01
 1.2964800e-01]","[5192.68583145 5260.65732421 5287.49556318 ... 2939.06631923 2650.38334221
 2248.93783171]","[3050.03507397 2931.0725796  2930.54151862 ... 2823.48728297 2683.46246565
 2594.72149577]","[21.13642402 14.99741869 15.34955988 ... 16.72388375 17.8725378
 18.1753904 ]",[0.33589986 0.33064595 0.25521144 ... 0.03466767 0.01869227 0.01126154],"[8936.27929688 8968.57910156 9011.64550781 ... 6352.29492188 5792.43164062
 5318.70117188]","[2.44329134e-05 1.46462544e-04 4.12780209e-04 ... 2.40890714e+00
 1.69703691e+00 1.50721249e+00]","[-0.0012777  -0.00021558  0.00046633 ...  0.01483291  0.02835265
  0.00298352]",[0.36621094 0.49023438 0.60742188 ... 0.11669922 0.09814453 0.06103516],[0.01778793 0.0179626  0.01813837 ... 0.15319945 0.15331047 0.15343036]
[0.55684309 0.79068736 0.69851963 ... 0.28071801 0.27305439 0.31431077],[0.581338   0.69872051 0.73995963 ... 0.28188593 0.30166312 0.3561805 ],[0.27758697 0.27766743 0.27773473 ... 0.23630101 0.23441214 0.23242291],"[9.05994869e-06 4.87211064e-02 1.10599598e+00 ... 9.69715915e+00
 1.09348361e+01 9.16307605e+00]","[-25.11685364  -5.35639274   2.52131191 ...   5.06765801   5.79151186
   6.05407673]",[0.0027766  0.04580979 0.12307107 ... 0.21097319 0.20008929 0.20722374],"[2964.60296769 1780.49401385 1490.4270294  ... 1594.14491983 1541.60334807
 1482.63072862]","[2818.92381816 2416.2135757  2195.39303075 ... 2159.25746867 2106.17140444
 2064.00018393]","[22.20581935 11.57425322 14.99168346 ... 21.95053847 21.15607511
 20.09521786]",[0.02852527 0.01738212 0.00625798 ... 0.00294716 0.00328029 0.00399646],"[6912.15820312 3811.37695312 3186.9140625  ... 3779.07714844 3542.21191406
 3337.64648438]",[0.00376528 0.25513965 0.90929181 ... 2.19883518 2.45779239 2.64871429],"[ 0.03033966  0.0145267   0.00459576 ... -0.05456687 -0.05649727
 -0.03239288]",[0.25244141 0.26806641 0.27001953 ... 0.05664062 0.06347656 0.05029297],[0.04295896 0.04345201 0.04395035 ... 0.20219622 0.2024188  0.20264977]
[0.5990598  0.64426633 0.34936763 ... 0.28235926 0.30068888 0.43231136],[0.51329922 0.77341761 0.62652389 ... 0.31835962 0.36179594 0.50143455],[0.25448166 0.25279681 0.25116062 ... 0.26889055 0.26700289 0.26471587],"[8.62703811e-07 5.08752197e-02 7.99268661e-01 ... 3.04152588e+00
 2.93244046e+00 2.39991735e+00]","[-28.58433301 -10.62948753  -5.42234398 ...  -0.54065854   0.88616608
   2.03771687]",[0.00084471 0.04001688 0.04663995 ... 0.11651752 0.11098617 0.1095284 ],"[4304.56454401 1409.51864708 1167.90592379 ... 1585.21716315 1258.482395
 1131.20888474]","[3007.43553687 2193.93035111 1978.8982287  ... 2310.75718971 2048.0146486
 1971.91198255]","[23.84835385 11.81106267 12.96061267 ... 21.96554325 21.59862992
 20.10348145]",[0.03353845 0.00432015 0.00185744 ... 0.00191164 0.00133226 0.00143845],"[7590.45410156 3219.21386719 2562.45117188 ... 3671.41113281 2702.41699219
 2336.35253906]","[9.55151083e-04 1.81604908e-01 6.00869524e-01 ... 9.98275646e-01
 1.04027869e+00 1.08333058e+00]","[ 0.05644225  0.01242076 -0.00216536 ... -0.03888456 -0.02299737
  0.00379314]",[0.30175781 0.32177734 0.32861328 ... 0.03759766 0.04150391 0.03027344],[0.02416455 0.02447686 0.02479403 ... 0.0966819  0.09649735 0.0963185 ]
[0.65142296 0.5173693  0.41111265 ... 0.27664804 0.27244501 0.40617256],[0.5590114  0.81967149 0.82298953 ... 0.46832435 0.55505541 0.64608695],[0.25821077 0.25765953 0.25711806 ... 0.26589084 0.26439724 0.26289228],"[3.50494989e-08 4.96900274e-04 1.14466682e-02 ... 9.05386338e+00
 8.54671999e+00 8.80013960e+00]","[-26.68114305 -21.98669678 -16.51551363 ...   4.78914568   4.93857451
   5.65242842]","[1.6637857e-04 5.0603272e-03 9.4764642e-03 ... 2.0701484e-01 2.0849329e-01
 2.0047575e-01]","[3720.7647045  1819.65112778 1537.25373187 ... 1383.84392056 1379.37861341
 1284.58855419]","[2976.06620534 2235.37725812 1891.17827674 ... 1803.01926998 1816.55142783
 1833.91776787]","[24.19201477 14.11272725 16.58542009 ... 23.18383644 21.88474467
 20.0317496 ]",[0.05559523 0.01520428 0.00571359 ... 0.00136318 0.00217988 0.00267687],"[7170.55664062 3628.34472656 3068.48144531 ... 2842.3828125  2723.95019531
 2314.81933594]","[2.26610475e-04 2.70045902e-02 1.14282230e-01 ... 2.30365413e+00
 2.42761303e+00 2.81056497e+00]","[ 0.00926727  0.01068954 -0.00282564 ...  0.02651109  0.01344931
  0.01059547]",[0.33105469 0.35986328 0.37158203 ... 0.08154297 0.06591797 0.04589844],[0.07342844 0.07429392 0.07517116 ... 0.14602492 0.14597417 0.14592755]
[0.61527393 0.60926043 0.39309646 ... 0.24672473 0.2647438  0.25584097],[0.5668696  0.75093547 0.86563544 ... 0.45368179 0.50778366 0.81058303],[0.27297724 0.27278064 0.27261057 ... 0.28233388 0.28186649 0.28121699],"[2.00504177e-08 3.98729699e-04 9.67309867e-03 ... 4.30436609e+00
 3.69456109e+00 2.75443200e+00]","[-27.25133048 -26.06092022 -21.01219874 ...  -7.49428504  -7.60431677
  -6.13859567]","[1.2790115e-04 4.6461918e-03 6.9735921e-03 ... 1.4848292e-01 1.3578576e-01
 1.3297687e-01]","[3435.60128116 1557.20410635 1280.07165207 ... 2522.17230729 2541.13387382
 2370.65377822]","[2948.75742845 2228.9707854  1976.95370908 ... 2199.06101553 2207.9260561
 2095.38337719]","[26.48091834 13.34432636 15.45951788 ... 22.99932528 22.95988018
 21.18240728]",[0.0483856  0.00556914 0.00221738 ... 0.006243   0.00644724 0.00830744],"[6912.15820312 3348.41308594 2444.01855469 ... 5006.46972656 5038.76953125
 4532.73925781]","[1.71171652e-04 1.82276364e-02 7.15936002e-02 ... 1.51708551e+00
 1.41882038e+00 1.51019930e+00]","[ 0.01043938  0.0015804   0.00176728 ... -0.0422953  -0.03134868
 -0.00390971]",[0.30419922 0.32666016 0.33642578 ... 0.12792969 0.11181641 0.08154297],[0.10593665 0.10685613 0.10777871 ... 0.11010167 0.11052412 0.11095316]
[0.5788151  0.52726887 0.44658342 ... 0.49979343 0.48182673 0.41474479],[0.51368244 0.53546667 0.6322044  ... 0.52210918 0.59911004 0.46590464],[0.24865582 0.24675429 0.24487539 ... 0.24087519 0.2424591  0.24406048],"[3.64182756e-08 8.90780290e-04 3.33686370e-02 ... 7.70623867e+00
 8.01421452e+00 5.78564612e+00]","[-27.81811652 -19.71447474 -12.50194749 ...   2.01145331   3.42512792
   4.13792321]",[0.00018842 0.01010479 0.0171068  ... 0.18489061 0.17287311 0.17185223],"[4024.45969503 2175.02790053 2031.21170348 ... 1713.32249883 1458.66701684
 1385.89526566]","[3179.24220786 2443.59189484 2326.10448252 ... 2346.32958417 2109.84207585
 2091.8622103 ]","[24.81673486 15.45136284 18.08382746 ... 19.09980331 20.10753172
 17.3519167 ]",[0.07505146 0.02145676 0.01098894 ... 0.00461836 0.00221541 0.00264378],"[7978.05175781 4984.93652344 4500.43945312 ... 4371.24023438 3714.47753906
 3477.61230469]","[2.48469030e-04 3.39912994e-02 1.66229534e-01 ... 1.91544616e+00
 1.89663087e+00 1.80923215e+00]","[ 0.02616422  0.01252267 -0.00575948 ...  0.05388224  0.03355439
 -0.00076516]",[0.34228516 0.37402344 0.39697266 ... 0.03417969 0.04345703 0.03710938],[0.04890368 0.04940321 0.04990675 ... 0.15801054 0.15763147 0.15725746]
